,Material Category,Material Type,Jurisdiction(s),Business Group,Total Disposed Tons,Material Tons Disposed,Percent of Disposal,Total Curbside Recycle Tons,Material Tons in Curbside Recycle,Percent of Curbside Recycle,Total Curbside Organics Tons,Material Tons in Curbside Organics,Percent of Curbside Organics,Total Other Diversion Tons,Material Tons in Other Diversion,Percent of Other Diversion,Material Tons Generated (Sum of all Streams),Percent of Total Generation
31,Plastic,Plastic Trash Bags,San Joaquin (Countywide),Hotels & Lodging,1530.753588,42.88135806,0.02801323374,206.1816359,1.501218393,0.007281048027,13.75266216,0,0,172.9071365,0,0,44.38257646,0.02307272369
32,Plastic,Plastic Grocery and Other Merchandise Bags,San Joaquin (Countywide),Hotels & Lodging,1530.753588,4.76200361,0.003110888419,206.1816359,0.1805085943,0.0008754833742,13.75266216,0,0,172.9071365,0,0,4.942512204,0.002569414116
33,Plastic,Non-Bag Commercial and Industrial Packaging Film,San Joaquin (Countywide),Hotels & Lodging,1530.753588,1.082530064,0.0007071876701,206.1816359,0.1531527302,0.0007428049037,13.75266216,0,0,172.9071365,0,0,1.235682794,0.0006423819875
34,Plastic,Film Products,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.1932569553,0.0001262495523,206.1816359,0.03142772061,0.0001524273511,13.75266216,0,0,172.9071365,0,0,0.2246846759,0.0001168045629
35,Plastic,Other Film - Other,San Joaquin (Countywide),Hotels & Lodging,1530.753588,26.43562531,0.01726968045,206.1816359,7.806275801,0.03786115949,13.75266216,0,0,172.9071365,0,0,34.24190111,0.01780099278
36,Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,San Joaquin (Countywide),Hotels & Lodging,1530.753588,4.398290811,0.002873284665,206.1816359,1.543054362,0.007483956345,13.75266216,0,0,172.9071365,0,0,5.941345174,0.003088667367
37,Plastic,Durable Plastic Items - Other,San Joaquin (Countywide),Hotels & Lodging,1530.753588,6.745566322,0.004406696397,206.1816359,4.341011061,0.02105430507,13.75266216,0,0,172.9071365,0,0,11.08657738,0.005763467493
38,Plastic,Remainder / Composite Plastic,San Joaquin (Countywide),Hotels & Lodging,1530.753588,53.95170026,0.03524518948,206.1816359,2.057253881,0.00997787156,13.75266216,0,0,172.9071365,0,0,56.00895414,0.02911681174
39,Other Organic,Food,San Joaquin (Countywide),Hotels & Lodging,1530.753588,491.8246598,0.3212957745,206.1816359,10.7553083,0.0521642398,13.75266216,7.432775143,0.5404608254,172.9071365,23.47015157,0.1357384782,533.4828948,0.2773363876
40,Other Organic,Leaves and Grass,San Joaquin (Countywide),Hotels & Lodging,1530.753588,32.03161452,0.02092538915,206.1816359,0,0,13.75266216,3.434952398,0.2497663622,172.9071365,0,0,35.46656692,0.01843764748
41,Other Organic,Prunings and Trimmings,San Joaquin (Countywide),Hotels & Lodging,1530.753588,32.8516805,0.02146111612,206.1816359,0,0,13.75266216,2.88493462,0.2097728124,172.9071365,21.93217031,0.1268436385,57.66878544,0.02997969154
42,Other Organic,Branches and Stumps,San Joaquin (Countywide),Hotels & Lodging,1530.753588,26.42514129,0.01726283152,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,26.42514129,0.01373737246
43,Other Organic,Manures,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0,0,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0,0
44,Other Organic,Textiles,San Joaquin (Countywide),Hotels & Lodging,1530.753588,39.59562467,0.0258667528,206.1816359,0.3947103406,0.001914381651,13.75266216,0,0,172.9071365,1.493801203,0.008639326484,41.48413621,0.02156594071
45,Other Organic,Carpet,San Joaquin (Countywide),Hotels & Lodging,1530.753588,7.604241065,0.004967645429,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,7.604241065,0.003953140331
46,Other Organic,Remainder / Composite Organic,San Joaquin (Countywide),Hotels & Lodging,1530.753588,66.2539156,0.04328189469,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,66.2539156,0.03444275683
47,Inerts and Other,Concrete,San Joaquin (Countywide),Hotels & Lodging,1530.753588,2.613170134,0.001707113512,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,2.613170134,0.001358482478
48,Inerts and Other,Asphalt Paving,San Joaquin (Countywide),Hotels & Lodging,1530.753588,26.65265487,0.01741146,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,26.65265487,0.01385564766
49,Inerts and Other,Asphalt Roofing,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0,0,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0,0
50,Inerts and Other,Clean Dimensional Lumber,San Joaquin (Countywide),Hotels & Lodging,1530.753588,1.052091,0.0006873026513,206.1816359,1.182467988,0.005735079086,13.75266216,0,0,172.9071365,0,0,2.234558988,0.001161657709
51,Inerts and Other,Clean Engineered Wood,San Joaquin (Countywide),Hotels & Lodging,1530.753588,1.495640784,0.0009770617529,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,1.495640784,0.0007775237336
52,Inerts and Other,Clean Pallets & Crates,San Joaquin (Countywide),Hotels & Lodging,1530.753588,33.7598732,0.02205441389,206.1816359,29.85633458,0.1448059836,13.75266216,0,0,172.9071365,0,0,63.61620778,0.03307151819
53,Inerts and Other,Other Wood Waste,San Joaquin (Countywide),Hotels & Lodging,1530.753588,16.82957447,0.01099430673,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,16.82957447,0.008749021635
54,Inerts and Other,Gypsum Board,San Joaquin (Countywide),Hotels & Lodging,1530.753588,22.07345001,0.01441998907,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,22.07345001,0.01147510248
55,Inerts and Other,"Rock, Soil and Fines",San Joaquin (Countywide),Hotels & Lodging,1530.753588,2.529145371,0.001652222402,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,2.529145371,0.00131480137
56,Inerts and Other,Remainder / Composite Inerts and Other,San Joaquin (Countywide),Hotels & Lodging,1530.753588,23.30791063,0.01522642887,206.1816359,18.09058168,0.087740994,13.75266216,0,0,172.9071365,0,0,41.39849231,0.02152141788
57,Household Hazardous Waste (HHW),Paint,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.1848544789,0.0001207604414,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0.1848544789,9.61E-05
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.02310680987,1.51E-05,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0.02310680987,1.20E-05
59,Household Hazardous Waste (HHW),Used Oil,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0,0,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0,0
60,Household Hazardous Waste (HHW),Batteries,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.159114379,0.0001039451289,206.1816359,0.005319195793,2.58E-05,13.75266216,0,0,172.9071365,0.3112662349,0.001800193105,0.4756998097,0.0002472972762
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.4578654901,0.0002991111657,206.1816359,0.0210330561,0.000102012267,13.75266216,0,0,172.9071365,0,0,0.4788985462,0.0002489601712
62,Special Waste,Ash,San Joaquin (Countywide),Hotels & Lodging,1530.753588,11.65255865,0.00761230203,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,11.65255865,0.006057698481
63,Special Waste,Treated Medical Waste,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0,0,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0,0
64,Special Waste,Bulky Items,San Joaquin (Countywide),Hotels & Lodging,1530.753588,5.604451702,0.003661237018,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,5.604451702,0.002913529946
65,Special Waste,Tires,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0,0,206.1816359,0.1656549547,0.0008034418487,13.75266216,0,0,172.9071365,0,0,0.1656549547,8.61E-05
66,Special Waste,Remainder / Composite Special Waste,San Joaquin (Countywide),Hotels & Lodging,1530.753588,0.1146289882,7.49E-05,206.1816359,0,0,13.75266216,0,0,172.9071365,0,0,0.1146289882,5.96E-05
67,Mixed Residue,Mixed Residue,San Joaquin (Countywide),Hotels & Lodging,1530.753588,6.173227552,0.004032802928,206.1816359,0.001519770227,7.37E-06,13.75266216,0,0,172.9071365,0.254535021,0.001472090893,6.429282343,0.003342326356
0,Paper,Uncoated Corrugated Cardboard,San Joaquin (Countywide),Medical & Health,12169.08966,226.520082,0.01861438188,953.1285268,574.3170207,0.6025598904,97.15490005,0.201176629,0.002070679183,141.0406468,0.5001803954,0.003546356365,801.5384597,0.05999353581
1,Paper,Paper Bags,San Joaquin (Countywide),Medical & Health,12169.08966,21.84596832,0.001795201526,953.1285268,6.028542015,0.006325004284,97.15490005,0,0,141.0406468,0.01841429253,0.0001305601821,27.89292463,0.002087729107
2,Paper,Newspaper,San Joaquin (Countywide),Medical & Health,12169.08966,302.2847343,0.02484037366,953.1285268,59.45139557,0.06237500389,97.15490005,0,0,141.0406468,0,0,361.7361298,0.02707521916
3,Paper,White Ledger Paper,San Joaquin (Countywide),Medical & Health,12169.08966,173.214007,0.01423393301,953.1285268,48.64665357,0.05103892309,97.15490005,0.06705887635,0.0006902263943,141.0406468,0.007812124104,5.54E-05,221.9355316,0.01661142657
4,Paper,Other Office Paper,San Joaquin (Countywide),Medical & Health,12169.08966,233.4676959,0.01918530493,953.1285268,67.70619232,0.07103574221,97.15490005,0,0,141.0406468,0,0,301.1738882,0.02254225761
5,Paper,Magazines and Catalogs,San Joaquin (Countywide),Medical & Health,12169.08966,68.3087693,0.005613301505,953.1285268,51.79076215,0.05433764775,97.15490005,0,0,141.0406468,0.01171818616,8.31E-05,120.1112496,0.008990084591
6,Paper,Phone Books and Directories,San Joaquin (Countywide),Medical & Health,12169.08966,23.23999501,0.001909756248,953.1285268,0.1779892073,0.0001867420839,97.15490005,0,0,141.0406468,0,0,23.41798422,0.00175278885
7,Paper,Other Miscellaneous Paper - Compostable,San Joaquin (Countywide),Medical & Health,12169.08966,14.45207336,0.001187605134,953.1285268,9.396930553,0.009859038198,97.15490005,3.299296716,0.0339591386,141.0406468,0,0,27.14830063,0.002031995504
8,Paper,Other Miscellaneous Paper - Other,San Joaquin (Countywide),Medical & Health,12169.08966,310.3184844,0.02550055041,953.1285268,26.04609964,0.02732695424,97.15490005,2.347060672,0.0241579238,141.0406468,0.02371537674,0.0001681456891,338.73536,0.02535365796
9,Paper,Remainder / Composite Paper - Compostable,San Joaquin (Countywide),Medical & Health,12169.08966,1332.241831,0.1094775261,953.1285268,2.784752025,0.002921696232,97.15490005,0,0,141.0406468,0,0,1335.026583,0.09992404502
10,Paper,Remainder / Composite Paper - Other,San Joaquin (Countywide),Medical & Health,12169.08966,447.5332172,0.03677622811,953.1285268,11.11469454,0.01166127572,97.15490005,4.184473884,0.043070127,141.0406468,0,0,462.8323857,0.03464206984
11,Glass,Clear Glass Bottles and Containers,San Joaquin (Countywide),Medical & Health,12169.08966,30.46732944,0.002503665458,953.1285268,2.294434835,0.002407266985,97.15490005,0,0,141.0406468,0,0,32.76176427,0.002452151927
12,Glass,Green Glass Bottles and Containers,San Joaquin (Countywide),Medical & Health,12169.08966,5.310603426,0.0004364010435,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,5.310603426,0.000397487947
13,Glass,Brown Glass Bottles and Containers,San Joaquin (Countywide),Medical & Health,12169.08966,5.193190979,0.0004267526269,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,5.193190979,0.0003886998623
14,Glass,Other Glass Colored Bottles and Containers,San Joaquin (Countywide),Medical & Health,12169.08966,0.2359390356,1.94E-05,953.1285268,0.7876375211,0.0008263707348,97.15490005,0,0,141.0406468,0,0,1.023576557,7.66E-05
15,Glass,Flat Glass,San Joaquin (Countywide),Medical & Health,12169.08966,2.595329392,0.0002132722714,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,2.595329392,0.0001942551663
16,Glass,Remainder / Composite Glass,San Joaquin (Countywide),Medical & Health,12169.08966,14.4719186,0.001189235925,953.1285268,0.2741351133,0.0002876161038,97.15490005,0,0,141.0406468,0,0,14.74605371,0.001103712356
17,Metal,Tin/Steel Cans,San Joaquin (Countywide),Medical & Health,12169.08966,90.76005607,0.007458245326,953.1285268,7.839721092,0.00822525071,97.15490005,3.580943997,0.03685808945,141.0406468,0.04417570178,0.0003132125581,102.2248969,0.00765132719
18,Metal,Major Appliances,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
19,Metal,Used Oil Filters,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
20,Metal,Other Ferrous,San Joaquin (Countywide),Medical & Health,12169.08966,26.94980094,0.002214611092,953.1285268,0.01779892073,1.87E-05,97.15490005,0,0,141.0406468,0.0002673792476,1.90E-06,26.96786724,0.002018490428
21,Metal,Aluminum Cans,San Joaquin (Countywide),Medical & Health,12169.08966,21.25775794,0.001746865093,953.1285268,11.62255723,0.01219411329,97.15490005,0,0,141.0406468,0.06258076441,0.0004437072988,32.94289594,0.002465709266
22,Metal,Other Non-Ferrous,San Joaquin (Countywide),Medical & Health,12169.08966,20.23313803,0.001662666526,953.1285268,0.005932973577,6.22E-06,97.15490005,0.3084708312,0.003175041414,141.0406468,0,0,20.54754184,0.001537942031
23,Metal,Remainder / Composite Metal,San Joaquin (Countywide),Medical & Health,12169.08966,34.82972428,0.002862147068,953.1285268,0.5932973577,0.0006224736129,97.15490005,0,0,141.0406468,0,0,35.42302164,0.002651341669
24,Electronics,Brown Goods,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
25,Electronics,Computer-related Electronics,San Joaquin (Countywide),Medical & Health,12169.08966,28.85441066,0.002371123188,953.1285268,1.013108027,0.001062929079,97.15490005,0,0,141.0406468,18.20081266,0.1290465768,48.06833135,0.003597817576
26,Electronics,Other Small Consumer Electronics,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
27,Electronics,Video Display Devices,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
28,Plastic,PETE Plastic Containers,San Joaquin (Countywide),Medical & Health,12169.08966,38.52179137,0.003165544215,953.1285268,5.124173846,0.005376162502,97.15490005,0.1207059774,0.00124240751,141.0406468,0.01120454951,7.94E-05,43.77787574,0.003276685634
29,Plastic,HDPE Plastic Containers,San Joaquin (Countywide),Medical & Health,12169.08966,69.10780277,0.005678962413,953.1285268,17.70743969,0.01857822863,97.15490005,0.7644711904,0.007868580895,141.0406468,0.01044818952,7.41E-05,87.59016184,0.006555946813
30,Plastic,Miscellaneous Plastic Containers,San Joaquin (Countywide),Medical & Health,12169.08966,46.07770784,0.00378645479,953.1285268,4.011821439,0.004209108558,97.15490005,0.99247137,0.01021535064,141.0406468,0,0,51.08200065,0.00382338464
31,Plastic,Plastic Trash Bags,San Joaquin (Countywide),Medical & Health,12169.08966,331.2119162,0.02721747686,953.1285268,3.38499416,0.003551456141,97.15490005,0.1207059774,0.00124240751,141.0406468,0,0,334.7176164,0.02505293796
32,Plastic,Plastic Grocery and Other Merchandise Bags,San Joaquin (Countywide),Medical & Health,12169.08966,18.34577801,0.001507571933,953.1285268,0.2943698775,0.0003088459417,97.15490005,0.04023532581,0.0004141358366,141.0406468,0,0,18.68038322,0.001398188978
33,Plastic,Non-Bag Commercial and Industrial Packaging Film,San Joaquin (Countywide),Medical & Health,12169.08966,5.84509722,0.0004803232932,953.1285268,1.816862313,0.001906209144,97.15490005,0,0,141.0406468,0,0,7.661959533,0.0005734822054
34,Plastic,Film Products,San Joaquin (Countywide),Medical & Health,12169.08966,0.5624892773,4.62E-05,953.1285268,0.6197307636,0.0006502069198,97.15490005,0.3084708312,0.003175041414,141.0406468,0,0,1.490690872,0.0001115752028
35,Plastic,Other Film - Other,San Joaquin (Countywide),Medical & Health,12169.08966,235.6263835,0.01936269598,953.1285268,4.201134104,0.004407730947,97.15490005,2.762825706,0.02843732744,141.0406468,0,0,242.5903433,0.01815739753
36,Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,San Joaquin (Countywide),Medical & Health,12169.08966,2.453382234,0.0002016077047,953.1285268,1.441479432,0.001512366267,97.15490005,0,0,141.0406468,0,0,3.894861667,0.000291522534
37,Plastic,Durable Plastic Items - Other,San Joaquin (Countywide),Medical & Health,12169.08966,47.04734136,0.003866134828,953.1285268,3.213949461,0.003372000072,97.15490005,0,0,141.0406468,0,0,50.26129082,0.003761956166
38,Plastic,Remainder / Composite Plastic,San Joaquin (Countywide),Medical & Health,12169.08966,348.2288943,0.02861585411,953.1285268,9.606029552,0.01007841994,97.15490005,4.47953294,0.04610712314,141.0406468,0.008634915052,6.12E-05,362.3230917,0.02711915207
39,Other Organic,Food,San Joaquin (Countywide),Medical & Health,12169.08966,2631.759501,0.2162659307,953.1285268,11.64874021,0.01222158385,97.15490005,67.54170026,0.6951960243,141.0406468,0.2585131068,0.00183289791,2711.208455,0.2029284803
40,Other Organic,Leaves and Grass,San Joaquin (Countywide),Medical & Health,12169.08966,317.7885322,0.0261144047,953.1285268,0,0,97.15490005,0,0,141.0406468,0.001007516005,7.14E-06,317.7895397,0.02378590559
41,Other Organic,Prunings and Trimmings,San Joaquin (Countywide),Medical & Health,12169.08966,182.5102231,0.01499785343,953.1285268,0,0,97.15490005,6.035298871,0.06212037548,141.0406468,0.09455150205,0.0006703847735,188.6400735,0.01411932873
42,Other Organic,Branches and Stumps,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
43,Other Organic,Manures,San Joaquin (Countywide),Medical & Health,12169.08966,130.5451978,0.01072760588,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,130.5451978,0.009771044548
44,Other Organic,Textiles,San Joaquin (Countywide),Medical & Health,12169.08966,280.9129804,0.02308414091,953.1285268,0.2491848902,0.0002614389174,97.15490005,0,0,141.0406468,83.14718927,0.5895264321,364.3093546,0.02726781984
45,Other Organic,Carpet,San Joaquin (Countywide),Medical & Health,12169.08966,201.1333228,0.01652821439,953.1285268,0,0,97.15490005,0,0,141.0406468,0.003410054172,2.42E-05,201.1367329,0.01505467846
46,Other Organic,Remainder / Composite Organic,San Joaquin (Countywide),Medical & Health,12169.08966,2903.453623,0.2385925081,953.1285268,0.1101308069,0.0001155466485,97.15490005,0,0,141.0406468,0,0,2903.563754,0.2173258862
47,Inerts and Other,Concrete,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
48,Inerts and Other,Asphalt Paving,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
49,Inerts and Other,Asphalt Roofing,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
50,Inerts and Other,Clean Dimensional Lumber,San Joaquin (Countywide),Medical & Health,12169.08966,0.0288633204,2.37E-06,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0.0288633204,2.16E-06
51,Inerts and Other,Clean Engineered Wood,San Joaquin (Countywide),Medical & Health,12169.08966,9.682115026,0.000795631826,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,9.682115026,0.0007246867664
52,Inerts and Other,Clean Pallets & Crates,San Joaquin (Countywide),Medical & Health,12169.08966,189.3484613,0.0155597885,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,189.3484613,0.01417235013
53,Inerts and Other,Other Wood Waste,San Joaquin (Countywide),Medical & Health,12169.08966,92.21080862,0.00757746152,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,92.21080862,0.006901792899
54,Inerts and Other,Gypsum Board,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
55,Inerts and Other,"Rock, Soil and Fines",San Joaquin (Countywide),Medical & Health,12169.08966,68.05024451,0.005592057123,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,68.05024451,0.005093423443
56,Inerts and Other,Remainder / Composite Inerts and Other,San Joaquin (Countywide),Medical & Health,12169.08966,1.342205962,0.0001102963327,953.1285268,0.4989550425,0.000523491878,97.15490005,0,0,141.0406468,0,0,1.841161004,0.0001378071848
57,Household Hazardous Waste (HHW),Paint,San Joaquin (Countywide),Medical & Health,12169.08966,0.2222598798,1.83E-05,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0.2222598798,1.66E-05
58,Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
59,Household Hazardous Waste (HHW),Used Oil,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
60,Household Hazardous Waste (HHW),Batteries,San Joaquin (Countywide),Medical & Health,12169.08966,0.2936656764,2.41E-05,953.1285268,0,0,97.15490005,0,0,141.0406468,0.0002835129884,2.01E-06,0.2939491894,2.20E-05
61,Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,San Joaquin (Countywide),Medical & Health,12169.08966,11.22351678,0.0009222971555,953.1285268,0.1430270156,0.0001500605759,97.15490005,0,0,141.0406468,0,0,11.36654379,0.0008507628597
62,Special Waste,Ash,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
63,Special Waste,Treated Medical Waste,San Joaquin (Countywide),Medical & Health,12169.08966,48.06773754,0.003949986308,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,48.06773754,0.00359777313
64,Special Waste,Bulky Items,San Joaquin (Countywide),Medical & Health,12169.08966,33.7392821,0.002772539528,953.1285268,0,0,97.15490005,0,0,141.0406468,38.63572728,0.2739332821,72.37500938,0.005417123364
65,Special Waste,Tires,San Joaquin (Countywide),Medical & Health,12169.08966,0,0,953.1285268,0,0,97.15490005,0,0,141.0406468,0,0,0,0
66,Special Waste,Remainder / Composite Special Waste,San Joaquin (Countywide),Medical & Health,12169.08966,155.7810999,0.01280137663,953.1285268,5.224662223,0.005481592541,97.15490005,0,0,141.0406468,0,0,161.0057622,0.01205095631
67,Mixed Residue,Mixed Residue,San Joaquin (Countywide),Medical & Health,12169.08966,333.381377,0.0273957532,953.1285268,1.922186654,0.002016712961,97.15490005,0,0,141.0406468,0,0,335.3035636,0.02509679493
0,Paper,Uncoated Corrugated Cardboard,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,2136.455554,0.02500627865,10081.74147,3833.620311,0.3802537809,8973.378631,168.6807969,0.01879791368,357755.9644,233753.5199,0.653388184,239892.2766,0.5189689401
1,Paper,Paper Bags,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,309.2373242,0.003619487747,10081.74147,88.98313006,0.008826166624,8973.378631,0,0,357755.9644,0,0,398.2204543,0.0008614868727
2,Paper,Newspaper,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,1992.597954,0.02332248831,10081.74147,1.70840844,0.0001694556883,8973.378631,0,0,357755.9644,0,0,1994.306362,0.004314365906
3,Paper,White Ledger Paper,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,823.7045016,0.009641101241,10081.74147,59.76675968,0.005928217845,8973.378631,0,0,357755.9644,173.8625016,0.0004859807213,1057.333763,0.002287374109
4,Paper,Other Office Paper,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,1398.837886,0.01637278618,10081.74147,235.4296357,0.02335208024,8973.378631,0,0,357755.9644,26.14379597,7.31E-05,1660.411318,0.003592036868
5,Paper,Magazines and Catalogs,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,186.3598049,0.002181260078,10081.74147,253.4639181,0.02514088651,8973.378631,0,0,357755.9644,0,0,439.8237229,0.0009514889541
6,Paper,Phone Books and Directories,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,14.900125,0.0001743994519,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,14.900125,3.22E-05
7,Paper,Other Miscellaneous Paper - Compostable,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,605.4601286,0.007086646225,10081.74147,426.6352236,0.04231761199,8973.378631,70.67631155,0.007876220814,357755.9644,193.5859152,0.0005411116362,1296.357579,0.002804464272
8,Paper,Other Miscellaneous Paper - Other,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,2758.999371,0.03229288198,10081.74147,190.8719705,0.0189324405,8973.378631,0,0,357755.9644,140.530485,0.0003928110192,3090.401826,0.006685594815
9,Paper,Remainder / Composite Paper - Compostable,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,7668.91784,0.08976133208,10081.74147,71.04301599,0.007046700832,8973.378631,675.9796554,0.07533167641,357755.9644,2445.247965,0.006834960722,10861.18848,0.0234964608
10,Paper,Remainder / Composite Paper - Other,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,6206.151258,0.07264028845,10081.74147,142.9746173,0.01418153975,8973.378631,0,0,357755.9644,110.6536953,0.0003092993726,6459.779571,0.01397470984
11,Glass,Clear Glass Bottles and Containers,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,574.4861517,0.006724109361,10081.74147,936.4487155,0.09288561093,8973.378631,0,0,357755.9644,755.3871979,0.002111459411,2266.322065,0.004902828791
12,Glass,Green Glass Bottles and Containers,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,275.2551091,0.003221740768,10081.74147,68.34394362,0.006778981969,8973.378631,0,0,357755.9644,496.5527595,0.001387965007,840.1518122,0.001817535361
13,Glass,Brown Glass Bottles and Containers,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,567.6877651,0.006644537216,10081.74147,167.5793498,0.01662206379,8973.378631,0,0,357755.9644,303.2237687,0.000847571526,1038.490883,0.002246610524
14,Glass,Other Glass Colored Bottles and Containers,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,0,0,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,0,0
15,Glass,Flat Glass,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,0,0,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,0,0
16,Glass,Remainder / Composite Glass,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,515.3575527,0.006032034948,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,515.3575527,0.00111489443
17,Metal,Tin/Steel Cans,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,372.467395,0.004359568094,10081.74147,405.9630251,0.04026715289,8973.378631,0,0,357755.9644,4.043295751,1.13E-05,782.4737159,0.001692757936
18,Metal,Major Appliances,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,0,0,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,0,0
19,Metal,Used Oil Filters,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,0,0,10081.74147,0,0,8973.378631,0,0,357755.9644,0,0,0,0
20,Metal,Other Ferrous,Los Angeles (Countywide),Retail Trade - Food & Beverage Stores,85436.76506,538.5868417,0.006303923625,10081.74147,0,0,8973.378631,0,0,357755.9644,132.2175909,0.0003695748053,670.8044326,0.001451179131
